"id","denomination_id","name","family_census","family_arda","family_relec","short_name","year"
1085,,"Christian Reformed Church","Reformed Bodies","Presbyterian/Reformed","Reformed","Christian Reformed Church",1906
1086,,"Christians (Christian Connection)","Christians (Christian Connection)",,"Restorationist","Christians (Christian Connection)",1906
1087,,"Churches of Christ","Disciples or Christians","Restoration","Restorationist","Churches of Christ",1906
1088,,"Churches of God in North America, General Eldership of the","Churches of God in North America, General Eldership of the","Presbyterian/Reformed","Restorationist","Churches of God in North America, General Eldership of the",1906
1089,,"Church of Christ in God","Churches of the Living God (Colored)","Pentecostal","Holiness","Church of Christ in God",1906
1090,,"Church of Christ, Scientist","Church of Christ, Scientist","Christian Science","Christian Science ","Church of Christ, Scientist",1906
1091,,"Church of God and Saints of Christ (Colored)","Church of God and Saints of Christ (Colored)","Other groups","Other groups","Church of God and Saints of Christ (Colored)",1906
1092,,"Church of Jesus Christ of Latter-day Saints","Latter-day Saints","Latter-day Saints","Latter Day Saints","Church of Jesus Christ of Latter-day Saints",1906
1093,,"Church of the Living God (Christian Workers for Friendship)","Churches of the Living God (Colored)","Holiness","Pentecostal","Church of the Living God (Christian Workers for Friendship)",1906
1094,,"Church of the United Brethren in Christ","United Brethren bodies","Methodist/Pietist","United Brethren","Church of the United Brethren in Christ",1906
1095,,"Colored Cumberland Presbyterian Church","Presbyterian","Reformed/Presbyterian","Presbyterian","Colored Cumberland Presbyterian Church",1906
1096,,"Colored Methodist Episcopal Church","Methodist ","Methodist/Pietist","Methodist","Colored Methodist Episcopal Church",1906
1097,,"Colored Primitive Baptists in America","Baptists","Baptist","Baptist","Colored Primitive Baptists in America",1906
1098,,"Congregationalists","Congregationalists","Congregationalists","Congregational","Congregationalists",1906
1099,,"Cumberland Presbyterian Church","Presbyterian ","Reformed/Presbyterian","Presbyterian","Cumberland Presbyterian Church",1906
1100,,"Danish Evangelical Lutheran Church in America","Lutheran","Lutheran","Lutheran","Danish Evangelical Lutheran Church in America",1906
1101,,"Disciples of Christ","Disciples or Christians","Restoration","Restorationist","Disciples of Christ",1906
1102,,"Evangelical Association","Evangelistic associations ","Methodist/Pietist","Methodist","Evangelical Association",1906
1103,,"Evangelical Lutheran Jehovah Conference","Lutheran","Lutheran","Lutheran","Evangelical Lutheran Jehovah Conference",1906
1104,,"Evangelical Lutheran Joint Synod of Ohio and Other States","Lutheran","Lutheran","Lutheran","Evangelical Lutheran Joint Synod of Ohio and Other States",1906
1105,,"Evangelical Lutheran Synodical Conference of America","Lutheran","Lutheran","Lutheran","Evangelical Lutheran Synodical Conference of America",1906
1106,,"Evangelical Lutheran Synod of Iowa and Other States","Lutheran","Lutheran","Lutheran","Evangelical Lutheran Synod of Iowa and Other States",1906
1107,,"Evangelical Lutheran Synod of Michigan and Other States","Lutheran","Lutheran","Lutheran","Evangelical Lutheran Synod of Michigan and Other States",1906
1108,,"Finnish Evangelical Lutheran Church, or Suomi Synod","Lutheran","Lutheran","Lutheran","Finnish Evangelical Lutheran Church, or Suomi Synod",1906
1109,,"Free Baptists","Baptists","Baptist","Baptist","Free Baptists",1906
1110,,"Free Methodist Church of North America","Methodist","Methodist/Pietist","Methodist","Free Methodist Church of North America",1906
1111,,"Friends (Primitive)","Friends","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Friends","Friends (Primitive)",1906
1112,,"General Church of the New Jerusalem","Churches of the New Jerusalem","Spiritualist","Swedenborgian","General Church of the New Jerusalem",1906
1113,,"General Conference of Mennonites of North America","Mennonite","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Mennonites","General Conference of Mennonites of North America",1906
1114,,"General Convention of the New Jerusalem in the United States of America","Churches of the New Jerusalem","Spiritualist ","Swedenborgian","General Convention of the New Jerusalem in the United States of America",1906
1115,,"General Council of the Evangelical Lutheran Church in North America","Lutheran","Lutheran","Lutheran","General Council of the Evangelical Lutheran Church in North America",1906
1116,,"General Synod of the Evangelical Lutheran Church in the United States of America","Lutheran","Lutheran","Lutheran","General Synod of the Evangelical Lutheran Church in the United States of America",1906
1117,,"German Baptist Brethren Church (Conservative)","Dunkers or German Baptist Brethren","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Anabaptist","German Baptist Brethren Church (Conservative)",1906
1118,,"German Evangelical Protestant Ministers' Association","German Evangelical Protestant",,"Other groups","German Evangelical Protestant Ministers' Association",1906
1119,,"German Evangelical Protestant Ministers' Conference","German Evangelical Protestant",,"Other groups","German Evangelical Protestant Ministers' Conference",1906
1120,,"German Evangelical Synod of North America","German Evangelical Synod of North America",,"Reformed","German Evangelical Synod of North America",1906
1121,,"Greek Orthodox Church","Eastern Orthodox Churches","Eastern Liturgical (Orthodox)","Orthodox","Greek Orthodox Church",1906
1122,,"Hauge's Norwegian Evangelical Lutheran Synod","Lutheran","Lutheran","Lutheran","Hauge's Norwegian Evangelical Lutheran Synod",1906
1123,,"Hungarian Reformed Church in America","Reformed Bodies","Reformed/Presbyterian","Reformed","Hungarian Reformed Church in America",1906
1124,,"Immanuel Synod of the Evangelical Lutheran Church of North America","Lutheran","Lutheran","Lutheran","Immanuel Synod of the Evangelical Lutheran Church of North America",1906
1125,,"Independent Churches","Independent Churches","Other groups","Other groups","Independent Churches",1906
1126,,"Japanese Temples","Buddhists","Other groups","Buddhist","Japanese Temples",1906
1127,,"Jewish congregations","Jewish congregations","Judaism","Jewish","Jewish congregations",1906
1128,,"Lutheran Synod of Buffalo","Lutheran","Lutheran","Lutheran","Lutheran Synod of Buffalo",1906
1129,,"Mennonite Brethren in Christ","Mennonite","Holiness","Mennonite ","Mennonite Brethren in Christ",1906
1130,,"Methodist Episcopal Church","Methodist","Methodist/Pietist","Methodist","Methodist Episcopal Church",1906
1131,,"Methodist Episcopal Church, South","Methodist","Methodist/Pietist","Methodist","Methodist Episcopal Church, South",1906
1132,,"Methodist Protestant Church","Methodist","Methodist/Pietist","Methodist","Methodist Protestant Church",1906
1133,,"Moravian Church (Unitas Fratrum)","Moravian","Methodist/Pietist","Moravian","Moravian Church (Unitas Fratrum)",1906
1134,,"New Apostolic Church","Catholic Apostolic Churches","Restoration","Restorationist","New Apostolic Church",1906
1135,,"Nonsectarian Churches of Bible Faith","Nonsectarian Churches of Bible Faith","Restoration","Restorationist","Nonsectarian Churches of Bible Faith",1906
1136,,"Norwegian Lutheran Free Church","Lutheran","Lutheran","Lutheran","Norwegian Lutheran Free Church",1906
1137,,"Pentecostal Church of the Nazarene","Pentecostal Church of the Nazarene","Pentecostal","Pentecostal","Pentecostal Church of the Nazarene",1906
1138,,"Polish National Church of America","Polish National Church of America","Western Liturgical (Catholicism)","Other groups","Polish National Church of America",1906
1139,,"Presbyterian Church in the United States","Presbyterian","Reformed/Presbyterian","Presbyterian","Presbyterian Church in the United States",1906
1140,,"Presbyterian Church in the United States of America","Presbyterian","Reformed/Presbyterian","Presbyterian","Presbyterian Church in the United States of America",1906
1141,,"Primitive Baptists","Baptists","Baptist","Baptist","Primitive Baptists",1906
1142,,"Primitive Methodist Church in the United States of America","Methodists","Methodist/Pietist","Methodist ","Primitive Methodist Church in the United States of America",1906
1143,,"Protestant Episcopal Church","Protestant Episcopal Church","Anglican","Episcopalian","Protestant Episcopal Church",1906
1144,,"Reformed Catholic Church","Reformed Catholic Church","Other groups","Other groups","Reformed Catholic Church",1906
1145,,"Reformed Church in America","Reformed Bodies","Reformed/Presbyterian","Reformed","Reformed Church in America",1906
1146,,"Reformed Church in the United States","Reformed Bodies","Reformed/Presbyterian","Reformed","Reformed Church in the United States",1906
1147,,"Reformed Episcopal Church","Reformed Episcopal Church","Anglican","Episcopalian","Reformed Episcopal Church",1906
1148,,"Reformed Presbyterian Church in North America, General Synod","Presbyterian","Reformed/Presbyterian","Presbyterian","Reformed Presbyterian Church in North America, General Synod",1906
1149,,"Religious Society of Friends (Hicksite)","Friends","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Friends","Religious Society of Friends (Hicksite)",1906
1150,,"Reorganized Church of Jesus Christ of Latter-day Saints","Latter-day Saints","Latter-day Saints","Latter Day Saints","Reorganized Church of Jesus Christ of Latter-day Saints",1906
1151,,"Roman Catholic Church","Roman Catholic Church","Western Liturgical (Catholicism)","Catholic","Roman Catholic Church",1906
1152,,"Russian Orthodox Church","Eastern Orthodox Churches","Eastern Liturgical (Orthodox)","Orthodox","Russian Orthodox Church",1906
1153,,"Salvation Army","Salvationists","Holiness","Holiness","Salvation Army",1906
1154,,"Servian Orthodox Church","Eastern Orthodox Churches","Eastern Liturgical (Orthodox)","Orthodox","Servian Orthodox Church",1906
1155,,"Seventh-day Adventist Denomination","Adventist","Adventist","Adventist","Seventh-day Adventist Denomination",1906
1156,,"Slovak Evangelical Lutheran Synod of America","Lutheran","Lutheran","Lutheran","Slovak Evangelical Lutheran Synod of America",1906
1157,,"Society for Ethical Culture","Society for Ethical Culture","Liberal","Other groups","Society for Ethical Culture",1906
1158,,"Society of Friends (Orthodox)","Friends","European Free-Church (Brethren, Mennonites, Quakers, Amish) ","Friends","Society of Friends (Orthodox)",1906
1159,,"Spiritualists","Spiritualists","Spiritualist","Spiritualist","Spiritualists",1906
1160,,"Swedish Evangelical Free Mission","Swedish Evangelical bodies","Methodist/Pietist","Pietist","Swedish Evangelical Free Mission",1906
1161,,"Swedish Evangelical Mission Covenant of America","Swedish Evangelical bodies","Methodist/Pietist","Pietist","Swedish Evangelical Mission Covenant of America",1906
1162,,"Synod for the Norwegian Evangelical Lutheran Church in America","Lutheran","Lutheran","Lutheran","Synod for the Norwegian Evangelical Lutheran Church in America",1906
1163,,"Synod of the Reformed Presbyterian Church of North America","Presbyterian","Reformed/Presbyterian","Presbyterian","Synod of the Reformed Presbyterian Church of North America",1906
1164,,"Syrian Orthodox Church","Eastern Orthodox","Eastern Liturgical (Orthodox)","Orthodox","Syrian Orthodox Church",1906
1165,,"The Brethren Church (Progressive Dunkers)","Dunkers or German Baptist Brethren","European Free-Church (Brethren, Mennonites, Quakers, Amish) ","Anabaptists","The Brethren Church (Progressive Dunkers)",1906
1166,,"Theosophical Society, American Section","Theosophical societies","Other groups","Theosophical","Theosophical Society, American Section",1906
1167,,"Union American Methodist Episcopal Church (Colored)","Methodist","Methodist/Pietist","Methodist","Union American Methodist Episcopal Church (Colored)",1906
1168,,"Unitarians","Unitarians","Liberal","Other groups","Unitarians",1906
1169,,"United Danish Evangelical Lutheran Church in America","Lutheran","Lutheran","Lutheran","United Danish Evangelical Lutheran Church in America",1906
1170,,"United Evangelical Church","Evangelical","Methodist/Pietist","Methodist","United Evangelical Church",1906
1171,,"United Norwegian Lutheran Church in America","Lutheran","Lutheran","Lutheran","United Norwegian Lutheran Church in America",1906
1172,,"United Presbyterian Church of North America","Presbyterian","Reformed/Presbyterian","Presbyterian","United Presbyterian Church of North America",1906
1173,,"United Synod of the Evangelical Lutheran Church in the South","Lutheran","Lutheran","Lutheran","United Synod of the Evangelical Lutheran Church in the South",1906
1174,,"Universalists","United Synod of the Evangelical Lutheran Church in the South","Liberal","Other groups","Universalists",1906
1175,,"Welsh Calvinistic Methodist Church","Presbyterian","Reformed/Presbyterian","Presbyterian","Welsh Calvinistic Methodist Church",1906
1176,,"Wesleyan Methodist Connection of America","Methodist","Methodist/Pietist","Methodist","Wesleyan Methodist Connection of America",1906
1177,,"Evangelical Adventists","Adventist","Adventist","Adventist","Evangelical Adventists",1906
1178,,"Church of God (Adventist)","Adventist","Adventist","Adventist","Church of God (Adventist)",1906
1179,,"Churches of God (Adventist), Unattached Congregations","Adventist","Adventist","Adventist","Churches of God (Adventist), Unattached Congregations",1906
1180,,"Life and Advent Union","Adventist","Adventist","Adventist","Life and Advent Union",1906
1181,,"Churches of God in Christ Jesus","Adventist","Adventist","Adventist","Churches of God in Christ Jesus",1906
1182,,"General Six Principle Baptists","Baptists","Baptist","Baptist","General Six Principle Baptists",1906
1183,,"Seventh-day Baptists","Baptists","Baptist","Baptist","Seventh-day Baptists",1906
1184,,"Freewill Baptists","Baptists","Baptist","Baptist","Freewill Baptists",1906
1185,,"General Baptists","Baptists","Baptist","Baptist","General Baptists",1906
1186,,"Separate Baptists","Baptists","Baptist","Baptist","Separate Baptists",1906
1187,,"United Baptists","Baptists","Baptist","Baptist","United Baptists",1906
1188,,"Duck River and Kindred Assocations of Baptists (Baptist Church of Christ)","Baptists","Baptist","Baptist","Duck River and Kindred Assocations of Baptists (Baptist Church of Christ)",1906
1189,,"Two-Seed-in-the-Spirit Predestinarian Baptists","Baptists","Baptist","Baptist","Two-Seed-in-the-Spirit Predestinarian Baptists",1906
1190,,"Freewill Baptists (Bullockites)","Baptists","Baptist","Baptist","Freewill Baptists (Bullockites)",1906
1191,,"United American Freewill Baptists (Colored)","Baptists","Baptist","Baptist","United American Freewill Baptists (Colored)",1906
1192,,"Brethren in Christ","Brethren (River)","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Pietist","Brethren in Christ",1906
1193,,"Yorker, or Old Order, Brethren","Brethren (River)","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Pietist","Yorker, or Old Order, Brethren",1906
1194,,"United Zion's Children","Brethren (River)","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Pietist","United Zion's Children",1906
1195,,"Chinese Temples","Buddhists","Other groups","Buddhists","Chinese Temples",1906
1196,,"Christadelphians","Christadelphians","Other groups","Restoration","Christadelphians",1906
1197,,"Christian Israelite Church","Christian Israelite Church","Other groups ","Other groups ","Christian Israelite Church",1906
1198,,"Christian Union","Christian Union","Other groups","Restoration","Christian Union",1906
1199,,"Amana Society","Communistic Societies","Communal","Communitarian Societies","Amana Society",1906
1200,,"United Society of Believers (Shakers)","Communistic Societies","Communal","Communitarian Societies","United Society of Believers (Shakers)",1906
1201,,"Old Order German Baptist Brethren","Dunkers or German Baptist Brethren","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Anabaptists ","Old Order German Baptist Brethren",1906
1202,,"German Seventh-day Baptists","Dunkers or German Baptist Brethren","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Anabaptists ","German Seventh-day Baptists",1906
1203,,"Peniel Missions","Evangelistic Associations","Holiness","Holiness ","Peniel Missions",1906
1204,,"Metropolitan Church Assocation","Evangelistic Associations","Holiness","Holiness ","Metropolitan Church Assocation",1906
1205,,"Hephzibah Faith Missionary Association","Evangelistic Associations","Other grouos","Holiness ","Hephzibah Faith Missionary Association",1906
1206,,"Missionary Church Association","Evangelistic Associations","Holiness","Holiness ","Missionary Church Association",1906
1207,,"Pentecost Bands of the World","Evangelistic Associations","Methodist/Pietist","Holiness ","Pentecost Bands of the World",1906
1208,,"Heavenly Recruit Church","Evangelistic Associations","Holiness","Holiness","Heavenly Recruit Church",1906
1209,,"Apostolic Christian Church","Evangelistic Associations","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Anabaptists","Apostolic Christian Church",1906
1210,,"Christian Congregation","Evangelistic Associations","Congregationalist","Restorationist","Christian Congregation",1906
1211,,"Gospel Mission","Evangelistic Associations","Holiness","Holiness","Gospel Mission",1906
1212,,"Church of Daniel's Band","Evangelistic Associations","Methodist/Pietst","Holiness","Church of Daniel's Band",1906
1213,,"Lumber River Mission","Evangelistic Associations","Holiness","Holiness","Lumber River Mission",1906
1214,,"Pentecostal Union Church","Evangelistic Associations",,"Holiness","Pentecostal Union Church",1906
1215,,"Voluntary Missionary Society in America (Colored)","Evangelistic Associations",,"Other groups","Voluntary Missionary Society in America (Colored)",1906
1216,,"Free Christian Zion Church of Christ (Colored)","Free Christian ZIon Church of Christ (Colored)","Methodist/Pietist","Holiness ","Free Christian Zion Church of Christ (Colored)",1906
1217,,"Orthodox Conservative Friends (Wilburite)","Friends","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Friends","Orthodox Conservative Friends (Wilburite)",1906
1218,,"International Apostolic Holiness Union","International Apostolic Holiness Union","Holiness","Holiness","International Apostolic Holiness Union",1906
1219,,"Evangelical Lutheran Church in America, Eielsen's Synod","Lutheran","Lutheran","Lutheran","Evangelical Lutheran Church in America, Eielsen's Synod",1906
1220,,"German Evangelical Lutheran Synod of Texas","Lutheran","Lutheran","Lutheran","German Evangelical Lutheran Synod of Texas",1906
1221,,"Icelandic Evangelical Lutheran Synod in North America","Lutheran","Lutheran","Lutheran","Icelandic Evangelical Lutheran Synod in North America",1906
1222,,"Finnish Evangelical Lutheran National Church ","Lutheran","Lutheran","Lutheran","Finnish Evangelical Lutheran National Church ",1906
1223,,"Apostolic Lutheran Church (Finnish)","Lutheran","Lutheran","Lutheran","Apostolic Lutheran Church (Finnish)",1906
1224,,"Church of the Lutheran Brethren of America (Norwegian)","Lutheran","Lutheran","Lutheran","Church of the Lutheran Brethren of America (Norwegian)",1906
1225,,"Mennonite Church","Mennonite","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Mennonite","Mennonite Church",1906
1226,,"Bruederhoef Mennonite Church","Mennonite","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Mennonite","Bruederhoef Mennonite Church",1906
1227,,"Amish Mennonite Church","Mennonite","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Mennonite","Amish Mennonite Church",1906
1228,,"Old Amish Mennonite Church","Mennonite","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Mennonite","Old Amish Mennonite Church",1906
1229,,"Reformed Mennonite Church","Mennonite","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Mennonite","Reformed Mennonite Church",1906
1230,,"Church of God in Christ (Mennonite)","Mennonite","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Mennonite","Church of God in Christ (Mennonite)",1906
1231,,"Old (Wisler) Mennonite Church","Mennonite","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Mennonite","Old (Wisler) Mennonite Church",1906
1232,,"Defenceless Mennonites","Mennonite","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Mennonite","Defenceless Mennonites",1906
1233,,"Krimmer Brueder-Gemeinde","Bundes Conferenz der Mennoniten Brueder-Gemeinde","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Mennonite","Krimmer Brueder-Gemeinde",1906
1234,,"Schellenburger Brueder-Gemeinde","Bundes Conferenz der Mennoniten Brueder-Gemeinde","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Mennonite","Schellenburger Brueder-Gemeinde",1906
1235,,"Central Illinois Conference of Mennonites","Mennonite","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Mennonite","Central Illinois Conference of Mennonites",1906
1236,,"Nebraska and Minnesota Conference of Mennonites ","Mennonite","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Mennonite","Nebraska and Minnesota Conference of Mennonites ",1906
1237,,"Congregational Methodist Church","Methodist","Methodist/Pietist","Methodist","Congregational Methodist Church",1906
1238,,"New Congregational Methodist Church","Methodist","Methodist/Pietist","Methodist","New Congregational Methodist Church",1906
1239,,"Reformed Zion Union Apostolic Church (Colored)","Methodist","Methodist/Pietist","Methodist","Reformed Zion Union Apostolic Church (Colored)",1906
1240,,"Reformed Methodist Union Episocal Church (Colored)","Methodist","Methodist/Pietist","Methodist","Reformed Methodist Union Episocal Church (Colored)",1906
1241,,"Evangelical Union of Bohemian and Moravian Brethren in North America","Moravian","Methodist/Pietist","Moravian","Evangelical Union of Bohemian and Moravian Brethren in North America",1906
1242,,"Associate Synod of North America (Associate Presbyterian Church)","Presbyterian","Methodist/Pietist","Moravian","Associate Synod of North America (Associate Presbyterian Church)",1906
1243,,"Associate Reformed Synod of the South","Presbyterian","Reformed/Presbyterian","Presbyterian","Associate Reformed Synod of the South",1906
1244,,"Reformed Presbyterian Church (Covenanted)","Presbyterian","Reformed/Presbyterian","Presbyterian","Reformed Presbyterian Church (Covenanted)",1906
1245,,"Reformed Presbyterian Church in the United States and Canada ","Presbyterian","Reformed/Presbyterian","Presbyterian","Reformed Presbyterian Church in the United States and Canada ",1906
1246,,"Schwenkfelders","Schwenkfelders","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Other groups","Schwenkfelders",1906
1247,,"Social Brethren","Social Brethren","Other groups","Other groups","Social Brethren",1906
1248,,"Temple Society in the United States (Friends of the Temple)","Temple Society in the United States (Friends of the Temple)","Communal ","Other groups","Temple Society in the United States (Friends of the Temple)",1906
1249,,"Theosophical Society in America","Theosophical societies","Other groups","Theosophical societies","Theosophical Society in America",1906
1250,,"Theosophical Society, New York","Theosophical societies","Other groups","Theosophical societies","Theosophical Society, New York",1906
1251,,"Universal Brotherhood and Theosophical Society","Theosophical societies","Other groups","Theosophical societies","Universal Brotherhood and Theosophical Society",1906
1252,,"Church of the United Brethren in Christ (Old Constitution)","United Brethren bodies","Methodist/Pietist","United Brethren","Church of the United Brethren in Christ (Old Constitution)",1906
1253,,"Vedanta Society","Vedanta Society","Other groups","Other groups","Vedanta Society",1906
1254,,"Volunteers of America","Volunteers of America","Holiness","Other groups","Volunteers of America",1906
